,company,sector,industry,continent,country,market_value_2015,sales_2015,profits_2015,assets_2015,rank_2015,rank_2020,sales_2020,profits_2020,assets_2020,market_value_2020
1046,SLM,Financials,Consumer Financial Services,North America,United States,10.6,5.8,1.4,159.5,592,#1379,$2.6 B,$782 M,$31.8 B,$3.1 B
1047,Mosaic,Materials,Specialized Chemicals,North America,United States,19.9,8.2,1.3,19.6,601,#1782,$8.9 B,$-1.1 B,$19.3 B,$4.4 B
1048,Stryker,Health Care,Medical Equipment & Supplies,North America,United States,31.0,9.0,1.0,15.7,608,#345,$15 B,$2.2 B,$29.4 B,$69.9 B
1049,Tyson Foods,Consumer Staples,Food Processing,North America,United States,14.8,34.8,0.9,11.8,611,#329,$43.1 B,$2 B,$33.8 B,$22.3 B
1050,FirstEnergy,Utilities,Electric Utilities,North America,United States,14.0,14.9,0.4,50.4,612,#655,$10.9 B,$533 M,$42.1 B,$22.4 B
1051,M&T Bank,Financials,Regional Banks,North America,United States,16.0,4.8,1.1,85.6,615,#543,$6.8 B,$1.7 B,$124.6 B,$14.6 B
1052,Murphy Oil,Energy,Oil & Gas Operations,North America,United States,11.3,16.8,1.0,17.5,618,#1860,$2.7 B,$1.1 B,$11.7 B,$1.8 B
1053,Dollar General,Consumer Discretionary,Discount Stores,North America,United States,18.1,17.5,1.0,10.9,640,#354,$27.8 B,$1.7 B,$25.1 B,$44.1 B
1054,Parker-Hannifin,Industrials,Other Industrial Equipment,North America,United States,18.2,13.1,1.0,12.9,642,#583,$14.2 B,$1.3 B,$20.4 B,$20.3 B
1055,Whirlpool,Consumer Discretionary,Household Appliances,North America,United States,11.9,18.8,0.8,15.5,648,#833,$20 B,$865 M,$19.4 B,$7 B
1056,Kohl's,Consumer Discretionary,Department Stores,North America,United States,11.9,19.0,0.9,14.4,652,#1128,$20 B,$691 M,$14.6 B,$2.9 B
1057,Genworth Financial,Financials,Diversified Insurance,North America,United States,8.9,9.6,0.6,111.0,653,#1052,$8.5 B,$464 M,$101.3 B,$1.8 B
1058,Annaly Capital Management,Financials,Real Estate,North America,United States,10.4,3.6,3.7,81.9,656,#1258,$2.3 B,$-5 B,$96.9 B,$8.9 B
1059,VF,Consumer Discretionary,Apparel/Accessories,North America,United States,27.4,11.4,1.2,10.3,658,#738,$12.3 B,$1.3 B,$10.8 B,$22.9 B
1060,CME Group,Financials,Investment Services,North America,United States,24.4,2.9,1.0,54.5,662,#440,$5.2 B,$2.4 B,$137.9 B,$63.9 B
1061,CenturyLink,Telecommunication Services,Telecommunications services,North America,United States,19.1,18.1,-0.2,51.8,665,#744,$22.4 B,$-5.3 B,$64.7 B,$11.7 B
1062,AmerisourceBergen,Health Care,Pharmaceuticals,North America,United States,15.1,96.1,0.3,19.8,674,#443,$182.1 B,$649 M,$40 B,$18.5 B
1063,DTE Energy,Utilities,Electric Utilities,North America,United States,13.2,9.6,0.7,25.9,678,#521,$12 B,$1.1 B,$43.2 B,$20 B
1064,Nucor,Materials,Iron & Steel,North America,United States,16.1,19.1,0.5,15.2,698,#702,$22.1 B,$785 M,$17.9 B,$12.4 B
1065,Gap,Consumer Discretionary,Apparel/Footwear Retail,North America,United States,18.3,16.1,1.3,7.8,705,#1608,$16.4 B,$351 M,$13.7 B,$3 B
1066,KeyCorp,Financials,Regional Banks,North America,United States,12.8,4.3,0.9,92.9,713,#567,$7.6 B,$1.5 B,$156.2 B,$11.2 B
1067,DaVita,Health Care,Healthcare Services,North America,United States,14.8,11.8,0.6,17.1,714,#868,$11.4 B,$811 M,$18.1 B,$9.6 B
1068,Northern Trust,Financials,Regional Banks,North America,United States,15.6,4.0,0.7,102.9,725,#526,$6.9 B,$1.5 B,$161.7 B,$16.5 B
1069,American Airlines Group,,,North America,United States,17.9,25.8,-1.9,26.8,726,#967,$43.7 B,$-740 M,$58.6 B,$5.1 B
1070,Thomson Reuters,Consumer Discretionary,Printing & Publishing,North America,United States,28.3,12.7,0.1,32.4,747,#737,$5.9 B,$1.6 B,$17.3 B,$35 B
1071,Best Buy,Information Technology,Computer & Electronics Retail,North America,United States,9.2,42.4,0.5,14.0,748,#531,$43.6 B,$1.5 B,$15.6 B,$19.8 B
1072,Allergan,Health Care,Pharmaceuticals,North America,United States,36.9,6.3,1.3,10.6,753,#561,$16.1 B,$-5.3 B,$94.7 B,$61.6 B
1073,Bunge,Consumer Staples,Food Processing,North America,United States,11.7,61.4,0.2,26.8,759,#1231,$41.1 B,$-1.3 B,$18.3 B,$5.6 B
1074,Motorola Solutions,Information Technology,Communications Equipment,North America,United States,16.5,8.7,1.1,11.9,767,#913,$7.9 B,$869 M,$10.6 B,$24.7 B
1075,VMware,Information Technology,Software & Programming,North America,United States,48.2,5.2,1.0,12.3,784,#403,$10.2 B,$6.4 B,$26.3 B,$55 B
1076,Eastman Chemical,Materials,Specialized Chemicals,North America,United States,13.1,9.4,1.2,11.8,786,#1056,$9.1 B,$808 M,$16 B,$8.2 B
1077,Republic Services,Industrials,Environmental & Waste,North America,United States,12.3,8.4,0.6,19.9,800,#619,$10.3 B,$1.1 B,$22.7 B,$25 B
1078,Goodyear,Consumer Discretionary,Auto & Truck Parts,North America,United States,6.7,19.5,0.6,17.5,810,#1597,$14.2 B,$-869 M,$16.7 B,$1.7 B
1079,AES,Utilities,Electric Utilities,North America,United States,10.4,16.1,0.3,40.4,812,#1121,$10.2 B,$302 M,$33.6 B,$8.8 B
1080,Fluor,Industrials,Construction Services,North America,United States,12.4,27.4,0.7,8.3,813,#1825,$17 B,$-1.3 B,$7.9 B,$1.6 B
1081,Weyerhaeuser,Financials,Real Estate,North America,United States,17.4,8.6,0.6,14.5,815,#1362,$6.6 B,$-76 M,$16.4 B,$16.3 B
1082,Mylan,Health Care,Pharmaceuticals,North America,United States,18.3,7.0,0.6,15.2,816,#1104,$11.5 B,$17 M,$31.3 B,$8.7 B
1083,HollyFrontier,Energy,Oil & Gas Operations,North America,United States,9.6,20.2,0.7,10.1,820,#1190,$17.5 B,$771 M,$12.2 B,$5.3 B
1084,Stanley Black & Decker,Consumer Staples,Household/Personal Care,North America,United States,12.7,11.0,0.5,16.5,824,#632,$14.2 B,$919 M,$22.9 B,$17 B
1085,Dover,Industrials,Conglomerates,North America,United States,14.1,8.7,1.0,10.8,827,#1143,$7.1 B,$749 M,$8.9 B,$13.5 B
1086,Waste Management,Industrials,Environmental & Waste,North America,United States,19.5,14.0,0.1,22.6,831,#414,$15.5 B,$1.7 B,$28.2 B,$42.4 B
1087,Invesco,Financials,Investment Services,North America,United States,16.2,4.7,0.9,19.3,834,#1208,$6.5 B,$651 M,$37 B,$4 B
1088,Hertz Global Holdings,Financials,Rental & Leasing,North America,United States,12.3,10.8,0.4,24.6,843,#1583,$9.8 B,$-58 M,$24.6 B,$575 M
1089,AutoZone,Consumer Discretionary,Specialty Stores,North America,United States,17.8,9.4,1.0,7.3,846,#679,$12.1 B,$1.6 B,$12.9 B,$23.8 B
1090,L Brands,Consumer Discretionary,Apparel/Footwear Retail,North America,United States,16.7,10.8,0.9,7.2,851,#1990,$12.9 B,$-366 M,$10.1 B,$3.3 B
1091,Sherwin-Williams,Consumer Discretionary,Home Improvement Retail,North America,United States,19.9,10.2,0.7,6.4,856,#448,$18 B,$1.6 B,$20.6 B,$48.7 B
1092,Royal Caribbean Cruises,Consumer Discretionary,Hotels & Motels,North America,United States,12.4,8.0,0.5,20.1,860,#648,$11 B,$1.9 B,$30.3 B,$9.8 B
1093,Constellation Brands,Consumer Staples,Beverages,North America,United States,16.2,4.3,1.9,14.3,866,#928,$8.3 B,$-12 M,$27.3 B,$31.4 B
1094,Applied Materials,Information Technology,Semiconductors,North America,United States,25.0,8.1,0.5,12.2,868,#436,$15 B,$2.8 B,$19.8 B,$45.6 B
1095,TD Ameritrade Holding,Financials,Investment Services,North America,United States,18.8,2.9,0.7,22.2,876,#587,$5.8 B,$1.9 B,$51 B,$21.2 B
1096,Marriott International,Consumer Discretionary,Hotels & Motels,North America,United States,16.8,12.8,0.6,6.8,878,#458,$21 B,$1.3 B,$25.1 B,$29.5 B
1097,Genuine Parts,Consumer Discretionary,Specialty Stores,North America,United States,13.3,14.1,0.7,7.7,879,#853,$19.4 B,$621 M,$14.6 B,$11.5 B
1098,Ross Stores,Consumer Discretionary,Apparel/Footwear Retail,North America,United States,15.5,10.2,0.8,4.1,881,#628,$16 B,$1.7 B,$10.3 B,$32.5 B
1099,Agilent Technologies,Information Technology,Electronics,North America,United States,18.8,6.8,0.7,10.6,883,#1132,$5.2 B,$764 M,$9.5 B,$23.7 B
1100,Textron,Industrials,Conglomerates,North America,United States,11.1,12.1,0.5,12.9,884,#1112,$13.3 B,$686 M,$15.9 B,$6 B
1101,WW Grainger,Industrials,Electrical Equipment,North America,United States,17.4,9.4,0.8,5.3,889,#923,$11.7 B,$769 M,$7.2 B,$14.7 B
1102,American Tower,Financials,Real Estate,North America,United States,32.2,3.4,0.6,20.3,890,#450,$7.8 B,$1.9 B,$40.8 B,$105.5 B
1103,Hershey,Consumer Staples,Food Processing,North America,United States,23.3,7.1,0.8,5.4,902,#848,$8 B,$1.1 B,$8.9 B,$27.5 B
1104,CIT Group,Financials,Consumer Financial Services,North America,United States,9.7,3.5,0.7,47.1,909,#1776,$3.2 B,$-213 M,$58.9 B,$1.9 B
1105,Nordstrom,Consumer Discretionary,Department Stores,North America,United States,11.9,12.5,0.7,8.6,909,#1490,$15.5 B,$497 M,$9.7 B,$2.9 B
1106,Boston Properties,Financials,Real Estate,North America,United States,17.7,2.1,0.7,20.2,917,#992,$3 B,$921 M,$21.8 B,$15.1 B
1107,Starbucks,Consumer Discretionary,Restaurants,North America,United States,55.9,15.3,0.0,10.3,919,#288,$26.7 B,$3.4 B,$27.5 B,$89.6 B
1108,News Corp,Consumer Discretionary,Broadcasting & Cable,North America,United States,10.1,8.8,0.5,16.0,922,#1737,$9.7 B,$-183 M,$16.3 B,$5.8 B
1109,NRG Energy,Utilities,Electric Utilities,North America,United States,10.3,11.8,-0.4,33.9,930,#885,$9.7 B,$4.1 B,$12.5 B,$8.4 B
1110,CarMax,Consumer Discretionary,Specialty Stores,North America,United States,10.6,12.3,0.5,11.3,936,#666,$20.3 B,$888 M,$21.3 B,$12 B
1111,NiSource,Utilities,Natural Gas Utilities,North America,United States,11.2,5.7,0.5,22.7,941,#1451,$5.2 B,$383 M,$24.1 B,$9.6 B
1112,Comerica,Financials,Regional Banks,North America,United States,9.4,2.6,0.5,65.5,950,#1154,$3.6 B,$789 M,$76.3 B,$4.8 B
1113,Oneok,Energy,Oil Services & Equipment,North America,United States,12.3,14.6,0.3,17.7,951,#813,$9.4 B,$800 M,$22 B,$12.4 B
1114,Reinsurance Group of America,Financials,Diversified Insurance,North America,United States,5.6,10.3,0.4,39.7,959,#676,$14.3 B,$870 M,$76.7 B,$6.5 B
1115,MGM Resorts,Consumer Discretionary,Casinos & Gaming,North America,United States,13.0,9.8,-0.2,26.1,962,#603,$12 B,$2.8 B,$39.1 B,$8.3 B
1116,Broadcom,Information Technology,Semiconductors,North America,United States,18.3,8.2,0.4,11.5,964,#192,$22.7 B,$2.6 B,$81 B,$108.6 B
1117,Fidelity National Information,Consumer Discretionary,Business & Personal Services,North America,United States,15.7,6.1,0.5,14.0,971,#639,$10.3 B,$298 M,$83.8 B,$81.5 B
1118,Public Storage,Financials,Real Estate,North America,United States,29.2,2.0,1.0,9.9,977,#983,$2.9 B,$1.5 B,$11.8 B,$32.4 B
1119,Rockwell Automation,Industrials,Other Industrial Equipment,North America,United States,17.3,6.5,0.8,5.9,984,#1064,$6.8 B,$712 M,$6.7 B,$21.9 B
1120,Avnet,Information Technology,Electronics,North America,United States,6.5,26.7,0.5,11.5,985,#1787,$18.2 B,$-113 M,$8.1 B,$3 B
1121,Ralph Lauren,Consumer Discretionary,Apparel/Accessories,North America,United States,14.7,7.2,0.8,6.1,990,#1810,$6.4 B,$665 M,$7.4 B,$5.4 B
1122,Continental Resources,Energy,Oil & Gas Operations,North America,United States,22.8,3.5,0.8,12.0,997,#1623,$4.6 B,$776 M,$16.3 B,$6 B
1123,Wynn Resorts,Consumer Discretionary,Casinos & Gaming,North America,United States,23.0,5.6,0.7,8.4,1000,#1787,$6.6 B,$123 M,$13.9 B,$9.2 B
1124,IntercontinentalExchange,Financials,Investment Services,North America,United States,22.2,1.8,0.3,64.8,1011,#387,$6.6 B,$2.1 B,$138.9 B,$49.1 B
1125,CenterPoint Energy,Utilities,Natural Gas Utilities,North America,United States,10.2,8.1,0.3,21.9,1017,#747,$12.1 B,$791 M,$36.3 B,$8.6 B
1126,Ventas,Financials,Real Estate,North America,United States,18.1,2.8,0.4,19.7,1031,#1309,$3.9 B,$433 M,$24.7 B,$12.1 B
1127,O'Reilly Automotive,Consumer Discretionary,Specialty Stores,North America,United States,15.9,6.6,0.7,6.1,1032,#746,$10.2 B,$1.4 B,$11.1 B,$28.7 B
1128,Newmont Mining,Materials,Diversified Metals & Mining,North America,United States,11.8,8.3,-2.5,24.8,1033,#394,$9.7 B,$2.8 B,$40 B,$48 B
1129,Assurant,Financials,Diversified Insurance,North America,United States,4.7,9.0,0.5,30.8,1042,#1114,$10.1 B,$383 M,$44.3 B,$6.4 B
1130,BorgWarner,Consumer Discretionary,Auto & Truck Parts,North America,United States,14.4,7.4,0.6,6.9,1043,#1356,$10.2 B,$746 M,$9.7 B,$5.9 B
1131,Hormel Foods,Consumer Staples,Food Processing,North America,United States,12.9,8.9,0.5,5.1,1057,#829,$9.5 B,$980 M,$8.3 B,$25.2 B
1132,Prologis,Financials,Real Estate,North America,United States,20.4,1.8,0.3,24.6,1063,#568,$3.5 B,$1.7 B,$55 B,$65.9 B
1133,Celanese,Materials,Diversified Chemicals,North America,United States,8.7,6.5,1.1,9.0,1071,#1343,$6.1 B,$733 M,$9.5 B,$9.8 B
1134,Alleghany,Financials,Property & Casualty Insurance,North America,United States,6.8,4.9,0.6,23.7,1077,#922,$8.4 B,$858 M,$27.1 B,$7.7 B
1135,Arrow Electronics,Information Technology,Electronics,North America,United States,6.0,21.4,0.4,12.1,1078,#1449,$28.1 B,$-295 M,$15.4 B,$5 B
1136,Boston Scientific,Health Care,Medical Equipment & Supplies,North America,United States,18.0,7.1,-0.1,16.6,1079,#378,$10.8 B,$4.3 B,$30.6 B,$52.4 B
1137,PulteGroup,Industrials,Construction Services,North America,United States,7.5,5.6,2.6,8.7,1086,#1104,$10.5 B,$1 B,$11.4 B,$7.6 B
1138,T Rowe Price,Financials,Investment Services,North America,United States,21.8,3.5,1.0,5.2,1086,#879,$5.8 B,$1.9 B,$8.6 B,$26.3 B
1139,Quest Diagnostics,Health Care,Healthcare Services,North America,United States,8.7,7.1,0.8,8.9,1089,#1057,$7.7 B,$791 M,$12 B,$14.7 B
1140,CMS Energy,Utilities,Electric Utilities,North America,United States,7.8,6.6,0.5,17.4,1090,#834,$6.7 B,$710 M,$27.4 B,$16.3 B
1141,Charter Communications,Consumer Discretionary,Broadcasting & Cable,North America,United States,13.6,8.2,-0.2,17.3,1101,#149,$45.8 B,$1.7 B,$150.6 B,$104 B
1142,NetApp,Information Technology,Computer Storage Devices,North America,United States,12.3,6.4,0.6,9.0,1102,#1283,$5.6 B,$1 B,$7.5 B,$9.7 B
1143,Campbell Soup,Consumer Staples,Food Processing,North America,United States,14.0,8.3,0.5,8.1,1110,#1182,$8.3 B,$508 M,$11.7 B,$15.1 B
1144,Dollar Tree,Consumer Discretionary,Discount Stores,North America,United States,10.8,7.8,0.6,2.8,1113,#600,$23.6 B,$827 M,$19.6 B,$18.9 B
1145,Western Union,Consumer Discretionary,Business & Personal Services,North America,United States,9.2,5.5,0.8,10.2,1122,#1454,$5.3 B,$1.1 B,$8.8 B,$7.8 B
1146,First Republic Bank,Financials,Regional Banks,North America,United States,7.3,1.6,0.5,42.2,1125,#685,$4.3 B,$922 M,$123.9 B,$17.9 B
1147,Fiserv,Information Technology,Software & Programming,North America,United States,14.6,4.8,0.7,9.7,1126,#411,$10.2 B,$893 M,$77.5 B,$69.7 B
1148,Molson Coors Brewing,Consumer Staples,Beverages,North America,United States,10.8,4.2,0.6,15.6,1142,#1158,$10.4 B,$-27 M,$28.5 B,$8.9 B
1149,Sears Holdings,Consumer Discretionary,Department Stores,North America,United States,5.2,36.2,-1.4,18.3,1146,#1974,$13.2 B,$-1.7 B,$6.7 B,$68 M
1150,Intuit,Information Technology,Software & Programming,North America,United States,22.4,4.2,0.7,4.7,1158,#764,$7.1 B,$1.6 B,$6.7 B,$70.3 B
1151,Henry Schein,Health Care,Medical Equipment & Supplies,North America,United States,10.2,9.6,0.4,5.6,1171,#1390,$10 B,$508 M,$7.2 B,$7.8 B
1152,Lear,Consumer Discretionary,Auto & Truck Parts,North America,United States,7.1,16.2,0.4,8.3,1172,#1091,$19.8 B,$790 M,$12.7 B,$5.8 B
1153,Ameren,Utilities,Electric Utilities,North America,United States,9.9,5.8,0.3,21.0,1182,#810,$5.9 B,$828 M,$28.9 B,$18 B
1154,Fidelity National Financial,Financials,Property & Casualty Insurance,North America,United States,8.9,8.6,0.4,10.5,1186,#1283,$8.4 B,$795 M,$10.2 B,$7.4 B
1155,American Financial Group,Financials,Diversified Insurance,North America,United States,5.2,5.0,0.5,40.9,1189,#852,$7.9 B,$897 M,$70.3 B,$6 B
1156,WR Berkley,Financials,Property & Casualty Insurance,North America,United States,5.3,6.4,0.5,20.6,1192,#1033,$7.9 B,$497 M,$26.1 B,$10.1 B
1157,Moody's,Consumer Discretionary,Business & Personal Services,North America,United States,17.3,3.0,0.8,4.4,1193,#917,$5 B,$1.5 B,$11.3 B,$45.7 B
1158,Cincinnati Financial,Financials,Diversified Insurance,North America,United States,7.8,4.5,0.5,18.1,1210,#1354,$6.8 B,$76 M,$23.3 B,$10.6 B
1159,Crown Castle International,Telecommunication Services,Telecommunications services,North America,United States,25.0,3.0,0.1,20.6,1215,#617,$5.8 B,$911 M,$38.6 B,$66.4 B
1160,Lennar,Industrials,Construction Services,North America,United States,8.3,6.3,0.5,11.3,1216,#454,$22.9 B,$2 B,$29.2 B,$15.6 B
1161,Equity Residential,Financials,Real Estate,North America,United States,21.1,2.4,-0.2,22.8,1217,#882,$2.7 B,$968 M,$21.2 B,$24.2 B
1162,Intuitive Surgical,Health Care,Medical Equipment & Supplies,North America,United States,18.9,2.3,0.7,4.0,1223,#954,$4.6 B,$1.4 B,$9.9 B,$59.6 B
1163,Host Hotels & Resorts,Financials,Real Estate,North America,United States,15.6,5.3,0.3,12.8,1236,#1356,$5.5 B,$920 M,$12.3 B,$8.7 B
1164,Brown-Forman,Consumer Staples,Beverages,North America,United States,19.1,3.0,0.6,4.0,1237,#1113,$3.4 B,$858 M,$5.5 B,$29.7 B
1165,JM Smucker,Consumer Staples,Food Processing,North America,United States,10.1,5.7,0.6,9.0,1238,#1030,$7.6 B,$621 M,$16.6 B,$13.1 B
1166,Analog Devices,Information Technology,Semiconductors,North America,United States,16.9,2.6,0.7,6.4,1242,#720,$5.8 B,$1.2 B,$21.4 B,$40.4 B
1167,Clorox,Consumer Staples,Household/Personal Care,North America,United States,11.4,5.7,0.6,4.4,1244,#1045,$6.1 B,$816 M,$5.5 B,$23.3 B
1168,Amphenol,Information Technology,Electronics,North America,United States,14.6,4.6,0.6,6.2,1246,#839,$8.1 B,$1.1 B,$12.1 B,$26.1 B
1169,Raymond James Financial,Financials,Investment Services,North America,United States,7.8,4.6,0.4,21.9,1260,#735,$8.3 B,$959 M,$49.8 B,$9.2 B
1170,AutoNation,Consumer Discretionary,Specialty Stores,North America,United States,6.5,17.5,0.4,7.9,1267,#1449,$21.3 B,$450 M,$10.7 B,$3.3 B
1171,Zions Bancorp,Financials,Regional Banks,North America,United States,5.8,2.3,0.4,56.4,1288,#1252,$3.2 B,$614 M,$71.5 B,$5.2 B
1172,Vornado Realty,Financials,Real Estate,North America,United States,18.6,2.7,0.1,20.1,1294,#997,$5.3 B,$3.1 B,$18.3 B,$8.4 B
1173,Universal Health,Health Care,Healthcare Services,North America,United States,8.1,7.3,0.5,8.3,1306,#1100,$11.4 B,$721 M,$11.6 B,$9 B
1174,Regeneron Pharmaceuticals,Health Care,Biotechs,North America,United States,30.7,2.1,0.4,3.0,1310,#646,$7.9 B,$2.1 B,$14.8 B,$59.2 B
1175,Paychex,Consumer Discretionary,Business & Personal Services,North America,United States,15.5,2.4,0.6,7.1,1320,#1080,$4.1 B,$1.1 B,$9.5 B,$24.6 B
1176,CNO Financial Group,Financials,Life & Health Insurance,North America,United States,4.1,4.5,0.5,34.8,1324,#1786,$3.9 B,$409 M,$34.2 B,$2 B
1177,Zoetis,Health Care,Pharmaceuticals,North America,United States,14.7,4.6,0.5,6.6,1330,#812,$6.3 B,$1.5 B,$11.5 B,$61.4 B
1178,Xilinx,Information Technology,Semiconductors,North America,United States,14.7,2.3,0.6,5.0,1338,#1203,$3.2 B,$793 M,$4.7 B,$21.7 B
1179,LabCorp,Health Care,Healthcare Services,North America,United States,8.7,5.8,0.6,7.0,1343,#1084,$11.6 B,$321 M,$17.3 B,$16 B
1180,PVH,Consumer Discretionary,Apparel/Accessories,North America,United States,10.3,8.2,0.1,11.6,1357,#1736,$9.9 B,$417 M,$13.6 B,$3.5 B
1181,Rite Aid,Consumer Staples,Drug Retail,North America,United States,6.2,25.4,0.3,7.1,1370,#1706,$21.9 B,$-452 M,$10.5 B,$784 M
1182,Mohawk Industries,Consumer Discretionary,Furniture & Fixtures,North America,United States,10.0,7.3,0.3,8.5,1371,#1247,$10 B,$744 M,$13.4 B,$6.2 B
1183,Manpower,Consumer Discretionary,Business & Personal Services,North America,United States,6.5,20.2,0.3,7.3,1375,#1544,$20.4 B,$414 M,$8.7 B,$4.4 B
1184,Ball,Materials,Containers & Packaging,North America,United States,7.7,8.5,0.4,7.8,1379,#803,$11.5 B,$566 M,$17.4 B,$21.4 B
1185,Markel,Financials,Diversified Insurance,North America,United States,8.3,4.3,0.3,24.6,1394,#1093,$8.1 B,$-193 M,$34.8 B,$11.9 B
1186,Advance Auto Parts,Consumer Discretionary,Specialty Stores,North America,United States,9.3,6.5,0.4,5.6,1412,#1392,$9.7 B,$487 M,$11.2 B,$8.4 B
1187,Pioneer Natural Resources,Energy,Oil & Gas Operations,North America,United States,26.5,3.5,-0.8,12.3,1420,#794,$9.7 B,$751 M,$20.6 B,$14.7 B
1188,Starwood Property Trust,,,North America,United States,4.6,0.6,0.3,104.1,1423,#1335,$1.3 B,$506 M,$78 B,$3.7 B
1189,Cerner,Health Care,Healthcare Services,North America,United States,19.4,2.9,0.4,4.1,1425,#1269,$5.7 B,$510 M,$6.7 B,$21.1 B
1190,United Rentals,Financials,Rental & Leasing,North America,United States,8.9,5.0,0.4,11.2,1427,#856,$9.4 B,$1.2 B,$18.9 B,$9.3 B
1191,Caesars Entertainment,Consumer Discretionary,Casinos & Gaming,North America,United States,2.8,8.6,-2.9,24.7,1428,#1451,$8.7 B,$-1.2 B,$25.3 B,$6.6 B
1192,Ametek,Industrials,Electrical Equipment,North America,United States,12.9,3.6,0.5,5.9,1436,#1161,$5.2 B,$861 M,$9.8 B,$19.2 B
1193,Aramark,,,North America,United States,6.6,13.5,0.1,10.2,1441,#1383,$16.2 B,$344 M,$14.3 B,$6.9 B
1194,US Steel,Materials,Iron & Steel,North America,United States,4.0,17.4,-1.7,13.1,1442,#1965,$12.2 B,$-1.1 B,$12.4 B,$1.3 B
1195,E-Trade Financial,Financials,Investment Services,North America,United States,6.8,1.9,0.1,46.3,1450,#912,$3.1 B,$846 M,$67.9 B,$9 B
1196,Fastenal,Consumer Discretionary,Home Improvement Retail,North America,United States,14.8,3.3,0.4,2.1,1464,#1136,$5.4 B,$799 M,$3.9 B,$20.7 B
1197,Interpublic Group,Consumer Discretionary,Advertising,North America,United States,7.3,7.1,0.3,12.9,1476,#1144,$10.2 B,$669 M,$16.4 B,$6.6 B
1198,Quanta Services,Industrials,Construction Services,North America,United States,8.0,6.5,0.4,5.9,1478,#1779,$12.1 B,$402 M,$8.3 B,$5 B
1199,CBRE Group,Financials,Real Estate,North America,United States,9.2,7.2,0.3,7.0,1492,#623,$23.9 B,$1.3 B,$16.2 B,$14.4 B
1200,American Water Works,Utilities,Diversified Utilities,North America,United States,8.1,2.9,0.4,15.1,1505,#1010,$3.6 B,$621 M,$22.7 B,$22 B
1201,Tenet Healthcare,Health Care,Healthcare Services,North America,United States,4.2,11.1,-0.1,16.1,1508,#1318,$18.5 B,$-232 M,$23.4 B,$2.1 B
1202,Salesforce.com,Information Technology,Software & Programming,North America,United States,35.9,4.1,-0.2,9.2,1521,#578,$17.1 B,$126 M,$55.1 B,$144.9 B
1203,Foot Locker,Consumer Discretionary,Apparel/Footwear Retail,North America,United States,6.9,6.5,0.4,3.5,1530,#1899,$8 B,$498 M,$6.6 B,$2.7 B
1204,Westlake Chemical,Materials,Diversified Chemicals,North America,United States,8.9,3.8,0.6,4.1,1531,#1884,$8.1 B,$418 M,$13.3 B,$5.5 B
1205,Darden Restaurants,Consumer Discretionary,Restaurants,North America,United States,6.8,8.7,0.3,7.2,1542,#1219,$8.8 B,$636 M,$10 B,$9.6 B
1206,World Fuel Services,Consumer Discretionary,Specialty Stores,North America,United States,3.2,41.5,0.2,4.7,1545,#1593,$36 B,$183 M,$5.5 B,$1.6 B
1207,Chipotle Mexican Grill,Consumer Discretionary,Restaurants,North America,United States,18.0,3.2,0.3,2.1,1561,#1520,$5.7 B,$338 M,$5.2 B,$24.5 B
1208,Avis Budget Group,Financials,Rental & Leasing,North America,United States,5.3,7.9,0.0,16.3,1571,#1625,$9.2 B,$302 M,$24 B,$1.1 B
1209,NVIDIA,Information Technology,Semiconductors,North America,United States,10.3,4.1,0.4,7.3,1589,#489,$10.9 B,$2.8 B,$17.3 B,$179 B
1210,Expeditors International,Industrials,Air Courier,North America,United States,8.0,6.1,0.3,3.0,1600,#1201,$8.2 B,$590 M,$3.8 B,$12 B
1211,Alexion Pharmaceuticals,Health Care,Biotechs,North America,United States,30.7,1.5,0.3,3.3,1610,#796,$5 B,$2.4 B,$17.5 B,$23.9 B
1212,Tech Data,Information Technology,Electronics,North America,United States,2.4,26.3,0.2,6.7,1617,#1380,$37 B,$375 M,$13.3 B,$5 B
1213,Tractor Supply,Consumer Discretionary,Specialty Stores,North America,United States,10.0,5.2,0.3,1.9,1618,#1206,$8.5 B,$569 M,$6 B,$11.8 B
1214,Crown Holdings,Materials,Containers & Packaging,North America,United States,6.3,8.7,0.3,8.0,1622,#1125,$11.7 B,$495 M,$15.5 B,$8.7 B
1215,Alaska Air Group,Industrials,Airline,North America,United States,6.5,5.2,0.5,5.8,1628,#1398,$8.8 B,$769 M,$14 B,$4 B
1216,NCR,Information Technology,Computer Hardware,North America,United States,6.1,6.1,0.4,8.1,1635,#1956,$6.9 B,$550 M,$9.6 B,$2.7 B
1217,Masco,Materials,Construction Materials,North America,United States,8.0,8.2,0.3,6.9,1638,#1442,$7.4 B,$459 M,$4.8 B,$10.8 B
1218,Twitter,,,North America,United States,27.6,0.7,-0.6,3.4,1644,#1017,$3.5 B,$1.3 B,$13.5 B,$22.5 B
1219,Netflix,Consumer Discretionary,Internet & Catalog Retail,North America,United States,21.8,4.4,0.1,5.4,1647,#284,$21.4 B,$2.2 B,$35.1 B,$184.7 B
1220,Huntsman,Materials,Diversified Chemicals,North America,United States,6.0,11.1,0.1,9.2,1663,#1833,$7.6 B,$562 M,$8.3 B,$3.7 B
1221,Waters,,Precision Healthcare Equipment,North America,United States,9.3,1.9,0.4,3.6,1665,#1631,$2.4 B,$537 M,$2.7 B,$11.6 B
